vendor_id,name,location,product,reliability_score,avg_price_quintal
V3219,GreenHarvest,Karnataka,Soybean,3.75,1234.43
V9917,GreenHarvest,Maharashtra,Potato,4.83,953.31
V4796,Krishna Traders,Maharashtra,Wheat,4.23,1192.0
V8554,FarmDirect,Karnataka,Maize,3.94,1222.85
V3880,FarmDirect,Punjab,Soybean,3.51,1147.89
V3987,Krishna Traders,Haryana,Maize,4.5,1024.64
V7542,AgroSupply,Unknown,Soybean,4.12,1220.82
V5542,AgroSupply,Karnataka,Potato,3.86,1456.94
V5150,Unknown,Maharashtra,Potato,2.59,1163.78
V6506,Unknown,UP,Wheat,2.76,1044.2
V8714,Unknown,Haryana,Rice,4.12,1191.72
V9907,FarmDirect,Unknown,Wheat,3.66,1273.26
V2235,Unknown,Unknown,Wheat,2.45,1178.05
V6615,FarmDirect,Unknown,Wheat,3.64,1224.49
V5988,Krishna Traders,Unknown,Wheat,2.47,1154.4
V9416,AgroSupply,Haryana,Maize,4.02,1375.37
V5380,AgroSupply,Maharashtra,Maize,4.75,1265.8
V2620,AgroSupply,Unknownx,Potato,4.45,1041.21
V1970,Krishna Traders,Karnatakax,Potato,3.66,1298.59
V7611,AgroSupply,Karnataka,Soybean,2.42,1055.04
V1592,Unknown,Unknown,Rice,3.66,934.51
V9319,FarmDirect,Maharashtra,Potato,3.9,874.85
V8607,Krishna Traders,Karnataka,Potato,4.03,1313.58
V8213,AgroSupply,Karnataka,Soybean,3.81,1214.83
V7547,GreenHarvest,Maharashtra,Rice,3.94,1243.46
V8755,Unknownx,Maharashtra,Potato,4.78,1228.39
V1782,GreenHarvest,Haryana,Rice,4.18,1452.22
V6247,AgroSupply,Karnataka,Maize,2.38,1476.08
V7542,FarmDirect,Punjab,Potato,4.63,1384.1
V7741,FarmDirect,Punjab,Rice,4.18,1446.09
V3006,Unknown,UP,Rice,3.79,1077.15
V2056,FarmDirect,UP,Wheat,4.08,1135.84
V7260,Krishna Traders,Karnataka,Maize,3.9,1268.44
V4619,AgroSupply,Karnataka,Potato,4.17,1202.59
V1636,FarmDirect,Karnataka,Potato,2.41,1416.29
V4619,Krishna Traders,Karnataka,Maizex,3.95,1453.14
V1771,FarmDirect,Unknown,Rice,3.98,1124.44
V1176,Unknown,UP,Potato,5.02,1233.95
V1383,Krishna Traders,Punjab,Potato,3.57,1240.7
V8497,Unknown,UP,Wheat,4.84,1268.66
V2010,AgroSupply,Maharashtra,Potato,3.88,1344.27
V7551,Krishna Traders,Punjab,Soybean,4.1,1540.54
V1611,Krishna Traders,Unknown,Rice,2.49,1231.3
V8787,AgroSupply,Karnataka,Maizex,4.93,1287.75
V3778,FarmDirectx,Haryana,Wheat,4.27,1300.1
V5305,AgroSupply,Unknown,Rice,3.44,1229.26
V4143,AgroSupply,Punjab,Potato,3.36,1067.43
V4626,AgroSupply,Karnataka,Potato,2.36,1143.31
V5704,FarmDirectx,Unknown,Soybean,4.5,1145.79
V5927,GreenHarvest,UP,Potato,3.32,1296.73
V9258,FarmDirect,UP,Maize,3.64,1191.13
V2659,GreenHarvest,Unknown,Potato,3.8,1425.58
V5901,FarmDirect,UP,Soybean,2.61,1140.7
V9969,FarmDirect,Punjab,Potato,4.87,1190.71
V7139,AgroSupply,Unknown,Potato,3.68,1167.13
V5595,AgroSupply,UP,Wheat,3.92,1224.15
V5993,FarmDirect,Haryana,Wheat,3.65,1316.33
V3634,Krishna Traders,Maharashtra,Potato,2.59,1265.26
V4577,FarmDirect,Punjab,Potato,4.09,1315.52
V1074,GreenHarvest,Maharashtra,Potato,3.6,1150.97
V4631,FarmDirect,Unknown,Wheat,3.9,1258.24
V1141,AgroSupply,UP,Rice,3.61,1225.93
V5727,GreenHarvest,Haryana,Potato,2.46,1204.98
V5982,AgroSupply,Karnataka,Potato,3.47,1228.89
V3281,AgroSupply,Haryana,Wheat,2.52,1357.66
V5853,FarmDirect,Maharashtra,Wheatx,2.24,1442.1
V4070,GreenHarvest,Punjab,Rice,2.52,1021.69
V5064,Unknown,UP,Soybean,4.16,1193.15
V6325,GreenHarvest,Unknown,Wheat,3.67,1290.43
V5766,Krishna Tradersx,Maharashtra,Potato,3.46,1334.38
V3923,GreenHarvest,Punjab,Maize,3.69,1211.87
V1134,Unknownx,Punjab,Rice,4.07,1245.9
V9680,FarmDirect,Punjab,Soybean,4.06,1298.07
V7061,AgroSupplyx,Maharashtra,Potato,3.88,1178.18
V3120,FarmDirect,Haryana,Soybean,2.49,1317.34
V1605,FarmDirect,Punjab,Soybeanx,2.46,1035.74
V5663,AgroSupply,UPx,Soybean,4.25,1412.11
V3141,Unknown,Haryana,Wheat,4.97,1415.36
V2748,Krishna Traders,Haryana,Wheat,4.11,1114.35
V9637,Unknown,Punjab,Maize,2.51,905.66
V5329,Krishna Traders,Haryana,Potato,4.85,1175.74
V5149,GreenHarvestx,UP,Wheat,3.97,1045.69
V3854,AgroSupply,Karnataka,Rice,4.99,1138.92
V3122,GreenHarvest,UP,Maize,4.51,1484.33
V7090,Unknown,Punjab,Rice,2.43,1431.56
V1341,GreenHarvest,Punjab,Maize,3.35,1172.92
V8100,Unknown,Maharashtra,Wheat,3.62,1072.84
V5757,AgroSupply,Maharashtra,Wheat,3.99,1272.76
V7859,AgroSupply,Unknown,Rice,4.14,1112.75
V1211,GreenHarvest,UP,Soybean,3.97,964.53
V4375,FarmDirect,Haryana,Rice,4.94,986.51
V2032,Krishna Traders,UP,Wheat,3.89,1271.28
V7086,AgroSupply,Maharashtra,Potato,3.73,1233.64
V5074,GreenHarvest,Punjab,Rice,4.01,920.31
V1232,FarmDirect,Punjab,Potato,4.84,1354.03
V6348,Krishna Traders,UP,Maize,4.27,1371.32
V1438,FarmDirect,Unknown,Rice,3.37,1392.12
V1813,Unknown,UP,Potato,3.8,1355.29
V2677,Unknown,UP,Wheat,3.97,976.06
V2737,AgroSupply,Karnataka,Wheat,3.83,1115.25
V4375,Unknown,UP,Wheat,4.82,1247.43
V3494,Krishna Traders,Haryana,Wheat,4.0,1026.99
V1719,FarmDirect,Haryana,Potato,4.25,1249.58
V2146,Unknown,Punjab,Soybean,4.94,1016.66
V7964,AgroSupply,Maharashtra,Potato,3.51,1153.0
V8018,AgroSupply,Punjab,Soybean,2.56,1436.6
V3419,Unknown,Punjab,Wheat,5.09,1135.94
V5466,Krishna Traders,Unknown,Wheatx,3.78,1081.61
V5505,Unknown,Unknown,Soybean,4.22,1048.53
V5161,Unknown,Punjab,Soybean,4.96,1228.99
V7605,Krishna Traders,Maharashtra,Rice,3.85,1261.69
V7874,FarmDirect,Unknown,Soybean,4.01,1236.69
V1563,FarmDirect,Punjab,Soybeanx,5.0,1334.47
V9641,Unknown,Unknownx,Soybean,3.73,1062.93
V3307,FarmDirect,Unknown,Wheatx,4.09,1242.24
V6428,Krishna Traders,Unknown,Soybean,3.74,1226.81
V6709,Krishna Traders,Maharashtra,Wheat,3.72,1144.39
V3446,GreenHarvest,Haryana,Wheat,3.75,1178.06
V9848,AgroSupply,UP,Soybean,3.43,1195.84
V4816,GreenHarvest,Unknown,Rice,2.49,980.96
V4484,Unknown,Maharashtra,Potato,3.54,1202.96
V1114,GreenHarvest,Punjab,Wheat,3.48,1198.97
V8906,FarmDirect,Maharashtra,Potato,4.82,1273.43
V9334,AgroSupply,Punjab,Maize,4.49,1280.09
V9560,FarmDirectx,Karnataka,Soybean,2.43,1333.15
V8380,AgroSupply,UP,Rice,4.18,1313.19
V8205,Unknown,UP,Maize,3.7,1224.86
V7444,AgroSupply,UP,Maize,3.88,1062.78
V5554,AgroSupply,Maharashtra,Soybean,4.54,1207.38
V8545,Krishna Traders,UP,Wheat,3.98,1319.84
V4443,Unknown,Punjab,Maize,4.0,1131.99
V1183,AgroSupply,Haryanax,Maizex,4.17,1302.84
V1252,Krishna Tradersx,UP,Soybean,4.34,1048.52
V5944,FarmDirect,Punjab,Potato,4.18,1329.29
V6288,GreenHarvest,Maharashtra,Rice,4.07,1333.3
V7927x,AgroSupply,Punjab,Soybean,3.68,1221.06
V4621,GreenHarvest,Haryana,Soybean,4.09,1069.4
V2629,AgroSupply,Punjab,Wheat,2.48,1236.1
V5383,Krishna Traders,Punjab,Soybean,3.94,1367.17
V2666,Unknown,Haryana,Soybean,3.71,1361.9
V1722,Krishna Traders,Punjab,Maize,3.31,1142.98
V1330,FarmDirect,UP,Maize,4.54,1264.75
V9876,GreenHarvest,Karnataka,Soybean,3.82,1402.87
V9979,GreenHarvest,Karnatakax,Potatox,3.45,1269.59
V1167,Krishna Traders,UP,Wheat,2.33,1248.8
V5470,AgroSupply,Haryana,Maize,2.65,1098.32
V6178x,GreenHarvestx,UP,Wheat,3.83,1286.37
V5795,FarmDirect,Punjab,Rice,3.95,1203.8
V3789,GreenHarvest,UP,Wheat,2.61,1121.05
V9696,AgroSupply,UP,Rice,3.91,1311.91
V9485,GreenHarvest,Maharashtra,Potato,4.17,1129.33
V4203,AgroSupply,Unknown,Wheat,2.46,1344.79
V4738,AgroSupply,Haryana,Wheat,3.55,1353.65
V6966,Unknown,Unknown,Potato,3.68,1235.34
V8653,AgroSupply,Haryana,Potato,3.82,1163.03
V5849,FarmDirect,Unknown,Maize,4.78,1092.64
V2244,AgroSupply,Unknown,Wheat,4.49,1340.72
V4348,Krishna Traders,Haryanax,Maize,3.65,1111.61
V1424,AgroSupply,Karnataka,Rice,3.21,1424.98
V1880,AgroSupply,Unknownx,Wheat,4.73,1158.93
V9424,Unknown,Punjab,Soybean,2.57,1403.14
V4457,Unknown,Unknown,Potato,4.88,1039.25
V7393,Krishna Traders,Maharashtra,Rice,3.93,1120.66
V2220,GreenHarvest,Maharashtra,Potato,4.29,1414.79
V9464,FarmDirect,Haryanax,Wheat,4.12,1064.47
V7647,GreenHarvest,Punjab,Soybean,4.2,1173.38
V5156,Unknown,Unknown,Maize,3.66,1504.09
V6667,AgroSupply,Maharashtra,Rice,3.65,1260.59
V9629,Krishna Traders,Maharashtra,Wheat,4.38,1195.56
V4191,Unknown,Maharashtra,Soybean,4.5,1224.41
V5542,FarmDirect,Unknown,Maize,2.39,1341.87
V8371,Krishna Traders,Maharashtra,Rice,3.88,1132.86
V3554,Unknown,Punjab,Soybean,4.2,1323.24
V8897,FarmDirect,Karnataka,Maize,4.11,1089.72
V1753,AgroSupply,Karnataka,Soybean,3.59,1213.98
V4367,GreenHarvest,Punjab,Soybeanx,3.52,1218.55
V6553,Krishna Traders,Punjab,Wheat,3.99,1296.02
V4352,Krishna Traders,Maharashtra,Maize,3.75,1130.72
V4061,Unknown,Maharashtra,Maize,2.77,1189.69
V8241,AgroSupply,Maharashtrax,Wheat,4.02,1276.91
V3239,FarmDirect,Haryana,Maize,4.19,1163.59
V3226,Krishna Traders,Punjab,Maize,2.62,1277.38
V3228,FarmDirect,Karnataka,Soybean,4.66,1054.09
V8584,FarmDirect,Haryana,Soybean,4.61,1317.18
V4605,AgroSupply,Karnataka,Potato,3.99,1347.2
V9496,GreenHarvest,Unknown,Maize,3.94,1532.72
V4571,GreenHarvest,UP,Maize,4.14,1151.53
V2944,Krishna Traders,UP,Potato,3.72,1046.48
V5325,AgroSupply,UP,Soybean,4.88,1199.3
V3918x,FarmDirectx,Maharashtra,Potato,3.51,1028.38
V2941,FarmDirect,Punjab,Soybean,3.62,1109.1
V6554,Krishna Traders,Karnataka,Maize,4.88,1133.98
V3072,FarmDirect,Punjab,Soybean,4.92,1110.28
V3175,Krishna Traders,Maharashtra,Potato,3.55,1168.27
V5913,Krishna Traders,Punjab,Maize,3.72,1224.9
V3585,FarmDirect,Punjab,Potatox,4.21,1103.14
V6463,GreenHarvest,Unknown,Wheat,3.91,1215.51
V3455,GreenHarvest,Karnataka,Potato,5.1,1058.22
V2033,Krishna Traders,Karnataka,Potato,3.74,1167.33
V5125,FarmDirect,Punjab,Potato,3.91,1154.45
V6831,FarmDirect,Maharashtra,Maize,4.27,1332.69
V3224,FarmDirect,Punjab,Soybean,4.32,1180.6
V9445,Krishna Traders,UP,Rice,2.4,1046.98
V2463,AgroSupply,UP,Rice,3.86,1321.78
V1262,AgroSupply,Punjab,Rice,2.39,1075.83
V8154,GreenHarvest,Maharashtra,Potato,3.98,1262.15
V6686,AgroSupply,Karnataka,Potato,3.56,1205.83
V7764,AgroSupply,Maharashtra,Wheat,3.44,1038.8
V7212,FarmDirect,Punjab,Wheat,3.94,1366.81
V4930,GreenHarvest,Haryana,Potato,3.45,1233.03
V4355,GreenHarvest,Punjab,Potato,3.73,1234.15
V8919x,FarmDirect,Karnataka,Soybean,3.66,1095.88
V7530,Krishna Traders,UP,Potato,4.12,1400.19
V6332x,Krishna Traders,Unknown,Potato,4.04,1238.34
V2376,FarmDirect,Maharashtra,Wheat,4.11,967.66
V8147,AgroSupply,UP,Wheat,3.82,1110.76
V3671,Krishna Traders,Haryana,Maize,4.89,1329.51
V2599,FarmDirect,Maharashtra,Soybean,4.3,1178.03
V4972,FarmDirect,Haryana,Maize,4.81,1236.25
V4328,FarmDirectx,Haryana,Rice,3.82,1179.74
V6065,GreenHarvest,Karnataka,Potato,2.87,1274.1
V7426,AgroSupply,Punjab,Wheatx,3.9,1168.57
V9908,FarmDirect,Unknown,Wheat,4.1,1144.78
V9300,FarmDirect,Punjabx,Wheat,4.18,1280.2
V9479,Krishna Traders,Haryana,Soybean,4.39,1267.38
V8370,Unknown,Unknown,Rice,4.2,1053.03
V9266,Unknown,Haryana,Rice,4.01,1071.54
V5985,GreenHarvest,Haryana,Rice,4.75,969.37
V1029,FarmDirect,Unknown,Wheat,4.48,1036.17
V3933,GreenHarvest,Punjab,Rice,3.7,1027.81
V3289,Krishna Traders,Maharashtra,Soybean,3.77,1150.45
V3691,Unknown,Maharashtra,Soybean,4.87,1004.49
V9909,GreenHarvest,Punjab,Potato,4.72,1072.78
V3450,FarmDirect,Maharashtra,Soybean,3.45,1113.13
V5129,FarmDirect,Haryana,Maizex,2.38,1209.6
V4090,AgroSupply,Unknown,Rice,3.83,1080.05
V5981,AgroSupply,Punjab,Soybean,3.5,1096.84
V3460,FarmDirect,Unknown,Rice,3.67,1194.81
V3260,Krishna Traders,Haryana,Potato,3.64,1311.28
V3258,AgroSupply,Punjab,Soybean,3.76,1007.48
V5592,AgroSupply,Maharashtra,Potato,3.76,1122.7
V2045,FarmDirect,Maharashtra,Maize,2.48,1279.17
V5714,Krishna Traders,Unknown,Wheat,4.16,1105.62
V1324,FarmDirect,Punjab,Soybean,3.97,1096.65
V9478,Unknown,Karnataka,Potato,3.72,1199.7
V2922,GreenHarvestx,UP,Soybeanx,2.39,1250.0
V6806,Unknown,Maharashtra,Potato,3.99,1184.99
V2053,Krishna Traders,Haryana,Maize,4.05,1016.81
V8874,Unknown,Haryana,Potato,3.4,1075.74
V9129,Krishna Traders,Maharashtra,Wheatx,4.46,1020.2
V5748,Unknown,UP,Wheat,4.69,1254.95
V9401,GreenHarvest,Karnataka,Potato,4.25,1029.82
V9010,FarmDirect,UP,Wheat,4.02,1095.53
V5021,FarmDirect,Unknown,Soybean,3.85,1146.5
V2967,FarmDirect,Punjab,Soybean,4.08,1282.79
V1343,FarmDirect,UP,Rice,3.72,970.73
V7810,AgroSupply,Punjab,Maize,2.43,1411.69
V5740,FarmDirect,Punjab,Potato,4.77,1143.01
V7357x,Krishna Traders,UP,Potato,4.26,1214.07
V3026,GreenHarvest,Punjab,Wheat,3.7,1137.85
V1533,AgroSupply,Punjab,Wheat,2.57,1249.61
V4121,GreenHarvest,Maharashtra,Wheat,3.2,1305.6
V9914,Unknown,Karnataka,Potato,3.85,1353.59
V3379,GreenHarvest,UP,Maize,5.08,1167.19
V7973,FarmDirect,UP,Potato,2.68,1260.45
V3988,AgroSupplyx,Haryana,Rice,3.82,1254.08
V4134,FarmDirect,Unknown,Potato,3.93,1102.43
V1853,FarmDirect,Karnataka,Potato,5.12,1163.32
V6498,Unknown,Karnataka,Potato,2.64,1216.38
V4565,Krishna Traders,Punjab,Maize,4.09,1224.42
V1449,AgroSupply,Haryana,Wheat,3.11,1279.66
V6334,Krishna Traders,Maharashtra,Wheat,4.06,1186.55
V6377,AgroSupply,Karnataka,Potato,3.96,1112.11
V7135,AgroSupply,Punjab,Maize,3.94,1191.59
V5925,GreenHarvest,Haryana,Wheat,5.02,1287.39
V9362,AgroSupply,Haryana,Soybean,3.93,1317.2
V8683,FarmDirect,Maharashtra,Wheat,4.36,1068.32
V5463,AgroSupply,Haryana,Potato,3.91,1398.47
V6408,FarmDirectx,Karnataka,Maize,4.18,1264.52
V5611,AgroSupply,Karnataka,Maize,4.21,1125.67
V4706,Krishna Traders,Karnataka,Soybean,2.42,1429.39
V8502,GreenHarvest,UP,Wheat,2.59,1153.15
V7282,AgroSupply,Punjab,Rice,4.73,975.47
V9750,AgroSupply,Punjab,Rice,3.91,1094.69
V7798,FarmDirect,Unknown,Wheat,3.27,1396.26
V6256,Krishna Traders,Unknown,Wheat,3.64,1318.49
V3828,FarmDirect,Punjab,Potato,2.36,1188.95
V2359,GreenHarvest,Punjab,Ricex,4.34,1342.9
V8503,GreenHarvest,Unknown,Maize,2.33,1156.78
V8968,Krishna Traders,Punjab,Rice,4.13,1098.07
V9443,FarmDirect,Haryana,Wheat,3.75,957.41
V2815,FarmDirect,Punjabx,Soybean,3.56,1049.14
V2487,GreenHarvest,Karnataka,Maize,4.12,1192.48
V8604,FarmDirect,Maharashtra,Potato,3.71,1141.52
V4347x,FarmDirect,Unknown,Potato,4.18,1464.25
V7098,Krishna Traders,Maharashtrax,Rice,4.41,1029.67
V9533,FarmDirect,Punjab,Maize,4.22,1201.22
V7887,Unknown,Punjab,Potato,3.95,1576.33
V8345,FarmDirect,UP,Wheat,2.41,1004.95
V6938,Krishna Traders,Karnataka,Rice,3.8,1540.6
V6473,AgroSupply,Unknown,Wheat,2.46,1067.26
V6471,FarmDirect,Maharashtra,Rice,3.38,1102.47
V3073,Krishna Traders,Punjab,Potato,3.84,1248.83
V7920,GreenHarvest,Haryana,Rice,3.64,1260.26
V8701,GreenHarvest,Unknown,Wheat,4.18,1121.55
V2696,GreenHarvestx,Karnataka,Potato,2.67,937.35
V6452,AgroSupply,Punjab,Soybean,3.77,1249.79
V1796,Krishna Traders,Maharashtra,Maize,4.53,998.93
V7868,Unknown,UP,Rice,3.65,1087.73
V4357,GreenHarvest,Punjab,Wheat,4.2,1325.8
V9199,Krishna Traders,UP,Soybean,4.54,1015.64
V1742,Unknown,Maharashtra,Soybean,4.57,1252.6
V7594,Unknown,Karnataka,Maize,3.43,1178.4
V9994,AgroSupply,Punjab,Wheat,2.47,1218.34
V3583,FarmDirect,Haryana,Soybean,3.91,970.72
V7811,FarmDirect,Haryana,Rice,4.02,1169.92
V2310,AgroSupply,Maharashtra,Wheat,2.51,1498.74
V6668,Krishna Traders,UP,Wheat,3.72,1196.46
V8061,Unknown,UP,Wheat,3.12,1038.38
V1335,GreenHarvest,Punjab,Potato,3.78,1256.16
V5191,AgroSupply,Haryana,Wheat,4.63,1126.91
V8725,Unknown,UP,Soybean,3.67,1397.7
V4215,GreenHarvest,UP,Rice,3.8,969.71
V8454,FarmDirectx,Haryana,Maize,4.34,1016.68
V8952,Krishna Traders,UP,Soybean,2.26,1263.5
V6503,FarmDirect,Karnataka,Rice,3.87,1412.64
V5474,GreenHarvest,Maharashtra,Soybean,2.44,955.92
V8883,FarmDirect,Karnataka,Potatox,3.83,1057.11
V8357,FarmDirect,UP,Potato,4.0,1357.72
V4787,FarmDirect,Haryana,Rice,3.49,1429.22
V9449,Krishna Traders,UP,Rice,4.19,1130.12
V3144,Krishna Traders,UP,Maize,4.11,1445.31
V5379,FarmDirect,Unknown,Soybean,2.72,1072.73
V9405,AgroSupply,Maharashtra,Wheat,3.7,1143.76
V5952,Krishna Traders,Unknown,Maize,2.76,1188.43
V1280,AgroSupply,Maharashtra,Potato,4.55,978.84
V7225,Krishna Traders,Unknown,Rice,3.72,1010.42
V5068,Krishna Traders,UP,Rice,3.57,1291.12
V1730,FarmDirect,Karnataka,Soybean,4.05,1192.24
V6175,Unknown,UP,Maize,3.5,1100.89
V5057,GreenHarvest,Punjab,Soybean,4.72,1076.27
V1079,Unknown,Punjab,Soybean,3.66,1225.1
V2143,GreenHarvest,Haryana,Maize,3.62,1169.1
V8243,Krishna Traders,Haryana,Soybean,3.8,1073.55
V1290,GreenHarvest,Unknown,Maize,3.67,1403.86
V7170,Unknown,Karnataka,Maize,4.75,1327.91
V1938,FarmDirect,Punjab,Maize,3.9,1092.92
V2296,GreenHarvest,Karnataka,Wheat,3.53,1207.15
V2488x,Unknown,Punjab,Soybean,4.75,1301.51
V3085,AgroSupply,Punjab,Soybean,2.64,1223.58
V7868,AgroSupply,UP,Maize,3.59,1104.62
V4138,Krishna Traders,Unknownx,Rice,3.31,1059.41
V4690,FarmDirect,Maharashtra,Potato,4.08,1284.99
V8548,FarmDirect,Karnataka,Soybean,4.97,1072.76
V3323,AgroSupply,Unknown,Wheat,3.83,1198.5
V8017,AgroSupply,Haryana,Maize,3.48,1037.03
V1840,Unknown,Punjab,Soybean,4.13,1086.09
V5803,GreenHarvest,Maharashtra,Potato,4.09,1156.95
V6766,AgroSupply,Karnataka,Soybean,3.81,985.79
V5504,Krishna Traders,Maharashtra,Potato,4.95,944.73
V9102,AgroSupply,Maharashtra,Wheat,4.02,972.2
V7140,FarmDirect,Punjab,Soybean,4.05,1012.24
V7250,GreenHarvest,Punjab,Wheat,3.77,1424.33
V9617,Krishna Traders,Haryana,Rice,2.31,1376.85
V1744x,GreenHarvest,Karnataka,Maize,5.0,1104.41
V5409,Krishna Traders,Karnataka,Soybean,3.91,1139.68
V4518,FarmDirect,Unknownx,Maize,2.56,1152.26
V3503,Krishna Traders,Karnataka,Maize,3.97,1226.82
V2664,FarmDirect,Punjab,Wheat,4.4,1390.65
V5017,GreenHarvest,Maharashtra,Potato,2.41,1169.69
V7007,Krishna Traders,Haryanax,Ricex,3.7,1337.24
V2776,Krishna Traders,Punjab,Rice,3.82,1262.06
V9129,AgroSupply,UP,Wheat,3.95,1096.47
V2678,Unknown,Maharashtra,Potato,4.68,1108.72
V1332,Unknown,Haryana,Rice,3.66,1326.66
V7984,AgroSupply,Haryana,Wheat,3.33,1241.39
V5799x,GreenHarvest,Maharashtra,Soybean,3.89,1171.77
V5320,Krishna Traders,Unknown,Potato,4.12,1220.49
V3245,Krishna Traders,Unknown,Potatox,2.5,1019.31
V7350,FarmDirect,Punjab,Wheat,3.38,1400.85
V9761,AgroSupply,Punjabx,Potato,2.38,1046.15
V9014,FarmDirect,Maharashtra,Maize,3.89,1465.71
V6040,AgroSupply,Punjab,Maize,3.95,1314.06
V3067,AgroSupply,Punjab,Wheat,2.64,1006.31
V6228,GreenHarvest,Haryana,Soybean,4.94,1334.1
V4019,Krishna Traders,Maharashtra,Soybean,3.91,1390.8
V5413,Unknown,Unknown,Wheat,3.32,1136.69
V8761,GreenHarvest,Maharashtra,Soybeanx,3.63,1156.0
V7032x,AgroSupply,Karnataka,Wheat,3.58,1133.93
V3433,GreenHarvest,Maharashtra,Potato,4.27,1117.33
V9103,FarmDirect,Haryana,Maize,3.94,1014.75
V1376,AgroSupply,Karnataka,Wheat,3.47,1212.21
V3156,FarmDirect,Maharashtra,Soybean,4.08,1031.57
V3350,AgroSupplyx,UP,Maize,4.91,1332.74
V9754,GreenHarvest,UP,Rice,3.89,996.29
V4616,FarmDirect,Unknown,Soybean,3.51,1223.88
V1002,Krishna Traders,UP,Wheat,4.21,1017.8
V3111,Unknown,UP,Wheat,3.83,1338.23
V2026,Krishna Traders,Karnataka,Potato,3.74,1090.59
V5091,Unknown,UP,Soybean,3.63,932.95
V6671,Krishna Traders,Karnataka,Maize,4.91,950.18
V4867,GreenHarvest,Punjab,Soybean,3.78,1049.06
V8738,Unknown,UP,Rice,3.76,1226.12
V1471,AgroSupply,Maharashtra,Wheat,4.09,1000.95
V1696,FarmDirect,Karnataka,Maize,4.09,1246.53
V5665,Unknown,Unknown,Rice,2.68,1022.83
V3916,Unknown,UP,Maize,4.12,1119.29
V9637,Unknown,UP,Soybean,3.84,1163.55
V3080,AgroSupply,Haryana,Soybean,3.76,1097.07
V7366,AgroSupply,Punjab,Maize,4.84,1373.45
V7122,Unknown,Karnataka,Potato,4.29,1093.92
V8132,AgroSupply,Unknown,Soybean,2.36,1156.88
V4594,AgroSupply,Haryana,Soybean,4.11,1197.7
V7667,AgroSupply,Maharashtra,Potato,3.78,1219.48
V5087,GreenHarvest,Karnataka,Maize,4.09,1214.61
V2457,FarmDirectx,Haryana,Soybean,3.91,1079.39
V6945,FarmDirect,Karnataka,Potato,2.43,982.84
V5490,GreenHarvest,Punjab,Rice,4.27,994.15
V9841,Krishna Traders,Punjab,Wheat,4.01,1274.3
V5081,Krishna Traders,Karnataka,Maize,3.37,977.29
V9612,Krishna Traders,Haryana,Rice,3.95,1216.6
V6472,FarmDirect,Maharashtra,Potato,2.35,1132.78
V6703,Unknown,UP,Potato,3.71,1179.11
V8713,Unknown,Haryana,Maizex,3.68,1409.04
V4071,AgroSupply,Maharashtra,Maize,3.91,1181.4
V2664,GreenHarvest,Maharashtra,Potato,3.97,1037.21
V5041,AgroSupply,Unknown,Rice,3.88,1260.9
V4727,GreenHarvestx,Punjab,Wheat,3.22,1074.34
V3248,AgroSupply,Karnataka,Maize,4.99,1154.94
V9989,AgroSupply,UP,Potato,2.4,1299.67
V1175,Krishna Traders,UP,Maize,4.49,1213.2
V5143,AgroSupply,Maharashtra,Maize,3.33,1235.23
V7886,FarmDirect,Punjab,Maize,3.81,1003.61
V8121,Unknown,Punjab,Rice,3.29,1013.01
V3043,Unknown,Punjab,Potato,4.9,1367.2
V8633,Unknown,Unknown,Wheat,3.95,1144.41
V1282,AgroSupply,Unknown,Maize,3.52,1055.27
V9702,Krishna Traders,UP,Potato,2.63,1144.5
V3050,Krishna Traders,Karnataka,Rice,4.6,1383.78
V2444,Krishna Traders,Punjab,Maize,2.43,999.24
V1083,FarmDirect,UP,Wheat,3.65,1177.74
V5135,GreenHarvest,Maharashtra,Maize,4.22,1346.27
V9853,FarmDirect,Maharashtra,Potato,2.4,958.22
V7019,FarmDirect,Karnataka,Potato,3.79,1492.62
V9244,AgroSupply,Haryana,Maize,3.91,1064.53
V2388,GreenHarvest,Karnataka,Soybean,3.72,1258.11
V3344,Unknown,UP,Rice,4.0,999.17
V8455,AgroSupply,Unknown,Wheat,5.0,1291.58
V4406,GreenHarvest,Unknown,Wheat,3.75,1025.27
V3609,FarmDirect,Karnataka,Ricex,3.97,1226.56
V6168,FarmDirect,Maharashtra,Soybean,3.58,1140.18
V9047,GreenHarvest,Maharashtra,Rice,3.97,1380.47
V2361,GreenHarvest,Unknown,Soybean,2.58,1436.04
V5296,GreenHarvest,Haryana,Maize,4.42,1270.63
V6841,FarmDirect,Maharashtra,Rice,4.03,1242.01
V1341x,FarmDirect,Maharashtra,Wheat,4.08,1277.9
V5645,Unknown,Unknown,Soybean,3.88,1379.21
V8516,Unknown,Maharashtra,Potato,2.58,982.85
V2317,Unknown,Unknown,Wheat,3.91,1032.4
V3803,Krishna Tradersx,Unknown,Wheat,3.7,1365.84
V9355,AgroSupply,Unknown,Potato,3.76,1208.01
V8299,Unknown,Punjab,Soybean,4.1,1043.74
V7560,GreenHarvest,Punjab,Maizex,3.86,1571.3
V4705,AgroSupply,Punjab,Maize,4.06,1013.0
V5247,Krishna Traders,Unknown,Maize,3.55,1087.01
V5946,Unknown,Karnataka,Soybean,3.97,1312.1
V4424,AgroSupply,Maharashtra,Wheat,3.61,1107.41
V7668,FarmDirect,UP,Wheat,3.61,1309.51
V4248,Unknown,UP,Potato,3.94,1343.25
